id,질문,본문
11,‘한끼의 품격’ 상품권 사용처 및 품목 제한 개선 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 ""한끼의 품격"" 프로그램의 가. 상품권 사용처를 마트, 온라인 식품몰(예: 쿠팡, 마켓컬리 등)까지 확대 나. 햇반, 냉동반찬, 이유식, 간편조리식품 등 구매 품목의 다양화 다. 현금성 식생활 바우처(식품 전용 카드 포인트 등) 형태 전환 라. 사용 가능 품목을 한눈에 알 수 있도록 명확한 리스트 제공에 관한 것으로 판단됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 가. 세븐일레븐 모바일 상품권은 (주)코리아세븐의 후원으로 제공되는 상품권으로, 세븐일레븐 편의점에서만 사용이 가능합니다. 타 마트나 온라인 식품몰에서는 사용이 불가합니다. 나. 해당 상품권은 세븐일레븐에서 ‘푸드’로 등록된 기본상품(삼각김밥, 김밥, 도시락, 샌드위치, 햄버거 등)만 구매가 가능합니다. 매장에서 추가 운영하는 군고구마, 붕어빵, 즉석치킨, 어묵 등도 일부 구매가 가능하나, 매장별 운영 상품이  다를 수 있습니다. 디저트류, 빵, 냉장가공, 유·음료 등은 현재 푸드로 등록되지 않아 상품권으로 구매가 어려운 점 양해 부탁드립니다. 향후 후원처와 협의하여 구매 가능 품목이 확대될 수 있도록 노력하겠습니다. 다. 현재 제공되는 상품권은 전국 세븐일레븐 편의점에서 현금처럼 사용할 수 있는 모바일 상품권으로써 기존 상품권 사용 방식에 따를 수 밖에 없습니다. 더 실질적인 도움이 될 수 있는 지원 방식에 대해 관계 기관과 지속적으로 논의하겠습니다. 라. 대상자 선정시 구매 가능 품목 리스트를 문자로 안내드리고 있으며, 구매 가능한 리스트를 서울시한부모가족지원센터 홈페이지에 게시하고 있습니다. (https://seoulhanbumo.or.kr/han/contents/han-notice.do?&schM=view&page=1&viewCount=10&id=29771&schBdcode=&schGroupCode=￢ice=HANBUMODEFAULT) 다만, 점포별로 실제 취급 품목이 상이할 수 있고, 푸드류 상품의 종류가 매우 다양하여 세부 리스트 제공에 한계가 있음을 양해 부탁드리며, 해당 상품권은 ‘한부모용’ 이라는 표시가 없기 때문에 한부모 노출 등 사용에 대한 부담감을 가질 필요가 없다는 말씀을 드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 여성가족실 가족담당관(☎ 02-2133-6562)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
12,동물원 관리도로(일명 동물원 둘레길) 및 산림욕장길 반려동물 출입에 관한 것,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원은 동물원 관리도로(일명 동물원 둘레길) 및 산림욕장길 반려동물 출입에 관한 것으로 판단됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 동물원 관리도로는 동물원 관리를 위해 조성된 길로 시민 편의를 위해 제한적으로 개방하고 있습니다. 동물원 관리도로는 외부 차량 출입을 통제하고 출입이 필요 한 차량은 방역소독을 반드시 한 후 들어올 수 있습니다. 이는 외부로부터 유입될 수 있는 감염원(조류인플루엔자바이러스. 구제역바이러스 등)을 차단하고자 함입니다. 관리도로 산림욕장길 등 반려견 출입을 제한하는 첫번째 이유 또한 개과 동물의 주요 전염병(홍역, 바이러스성 장염, 인플루엔자 등) 발생을 예방하고자 하기 때문입니다. 두번째 이유는 관리도로와 인접한 동물사의 야생동물(호랑이 번식 활동 등)이 반려견으로 인한 소음 등으로 인해 흥분 자극되어 스트레스를 받지 않도록 하기 위함입니다. 다소 불편하시더라도 멸종위기 야생동물의 보호·보전을 위해 반려견 출입을 금하는 것을 양해하여 주시기 바랍니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서울대공원 동물기획과(☎ 02-500-7710)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
13,기후동행카드 청소년 이용과 관련된 내용,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 으로 확인됩니다. 현재 기후동행카드는 기본 권종이 30일권 기준 62,000원(따릉이 포함시 65,000원), 청년할인 시 55,000원(따릉이 포함시 58,000원)으로 운영되고 있습니다. 서울시에서는 규제철폐안 91호 <기후동행카드 청년 할인 청소년 확대 적용>을 시행하기 위해 준비하고 있으며, 해당 내용은 지난 3월 24일 보도된 '기후동행카드 할인 청소년까지 확대… 시민·공무원 제안담은 규제철폐안 10건 발표' 보도자료에서 확인하실 수 있습니다.  위 규제철폐안 시행 시, 30일권 기준으로 7,000원 더 저렴한 청년 할인 대상이 만19세~39세 청년에서 만13세~18세 청소년까지 확대될 예정입니다. 이를 적용하기 위해 시스템 정비 및 예산 확보 등이 선행되어야 하므로 정확한 시행시기에 대해 말씀드리지 못하는 점 양해해 주시길 부탁드리며, 조속한 시일 내에 이용이 가능할 수 있도록 노력하겠습니다. 다만, 청소년 할인 적용 이전에도 할인혜택 대상이 아닐 뿐 기본 권종을 이용하시는 데에는 별도의 나이 제한이 없습니다. 예를 들어, 문의 내용과 같이 교통비가 13만원 이상 지출되는 상황이시면 30일 62,000원 기본 권종을 이용하시다가 청소년 할인이 도입되는 경우 연령 인증을 진행해 주시는 방식으로 이용하실 것을 권장드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 교통실 교통기획관 교통정책과 (☎ 02-2133-2226)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
14,"여러 세대가 하나의 수도계량기를 사용할 경우, 수도요금 산정 규정과 세대별 별도의 계량기 설치에 관한 것","안녕하십니까? 서울시 상수도 행정에 관심을 가져주신 귀하에게 진심으로 감사드립니다. 귀하께서 응답소(민원상담)를 통해 신청하신 민원(접수번호: 20250604900340)의 검토 결과를 다음과 같이 알려드립니다. 귀하께서 제기하신 민원내용은 ""여러 세대가 하나의 수도계량기를 사용할 경우, 수도요금 산정 규정과 세대별 별도의 계량기 설치""에 관한 것으로 판단되며, 서울특별시 수도조례 제29조 제2항에 공동주택(원룸, 다가구주택 및 노인복지주택을 포함한다)에서 단일 수도계량기로 계량되는 수돗물을 사용하는 경우에는 사용량을 호수 또는 사실상 거주하는 세대수로 나눈 평균량으로 산정하며, 세대별 별도의 계량기 설치는 서울특별시 수도조례 제13조 제1항에 의거하여 수도사용자 등의 신청에 따라 설치할 수 있으나, 별도의 공사비가 소요되므로 공사비 등 급수공사에 대한 자세한 문의는 남부수도사업소 급수운영과(☎ 02-3146-4576)로 문의하여 주시기 바랍니다. 추가 문의사항이 있으실 경우 서울특별시 서울아리수본부 남부수도사업소 요금과(☎ 02-3146-4501)에게 연락주시면 친절하게 설명해 드리겠습니다. 감사합니다."
15,러브버그 선제적 방역조치,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원 내용은 러브버그 선제적 방역조치를 요청하신 것으로 이해 됩니다. 러브버그는 독성이 없고 질병을 옮기지 않는 익충으로 알려져 있지만, 대량 출몰로 생활에 불편함을 주고 있습니다. 은평구 보건소 예방관리과에서는 대발생을 예방하기 위해 유충의 서식지 및 번식처를 줄일 수 있는 방법을 적극 홍보하고 있음을 알려드립니다. 1. 생활 주변 쌓인 낙엽 정기적 청소 2. 화단 정리 및 쌓인 목재 제거 3. 방충망 점검 아울러, 5월말부터 비화학적 방법인 라이트트랩, 유인제트랩 등을 설치하여 개체 수 조절의 효과성을 확인하는 등 적절한 방제방법을 마련하기 위해 노력하고 있습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 은평구 보건소 예방관리과(☎ 02-351-8814)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
16,서울시민카드와 서울지갑 통폐합 관련 문의,"안녕하십니까? 서울시 디지털정책과 서울지갑 앱 담당입니다. 서울지갑과 서울시민카드에 대한 깊은 관심 감사드리며, 귀하께서 신청하신 응답소 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 문의1. 통폐합 일정이 어떻게 되나요? [답변] 2025년 통합앱 일정(계획)을 알려드립니다 - 통합앱 개발 및 서울지갑/서울시민카드 회원통합  : ’25. 5.~10. - 통합앱 시범운영 및 시민카드앱 폐기             : ’25. 10.~12. - 통합앱 정식오픈(예정)                          : ’26. 1. 문의2. 통폐합하면 둘 중 하나는 서비스 종료 및 앱 폐기가 진행될거 같은데 어떤 앱이 서비스 종료 및 폐기되나요? [답변]서울시민카드를 ’25.12월 까지 운영후 폐기예정입니다 문의3. 시민카드에서 제공 중인 대부분의 기관들이 이전하나요? 아니면 일부 이전 불가인 기관이 있나요? [답변]서울시민카드 연계되어 있는 모든 기관을 이전하여 통합앱에서도 동일하게 서비스할 예정입니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 디지털도시국 디지털정책과(☎ 02-2133-2951)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 서울시 모바일 행정서비스에 관심을 가져주셔서 다시 한번 감사드립니다"
17,"송이로37길 일방통행 추진에 대한 반대와문정성당 주변 도로 불법 주정차 차량 단속 요청 및볼라드, 과속방지턱 등 불법주정차 방지를 위한 시설물 설치 요청","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 송이로37길 일방통행 추진에 대한 반대와 문정성당 주변 도로 불법 주정차 차량 단속 요청 및 볼라드, 과속방지턱 등 불법주정차 방지를 위한 시설물 설치를 요청하신 것으로 판단됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 송이로37길에 대한 주민분들의 관심과 우려에 감사드리며, 먼저 일방통행 시행에 대하여 답변드리겠습니다. 이곳은 어린이공원이 접해있고 문정노인종합복지관이 오는 6월 개관을 준비중에 있어, 일일 약 800여명의 어르신들이 이용하실 것으로 예상됩니다. 이에 따라 이용자들의 안전하고 쾌적한 도로환경을 조성하기 위한 방안으로 일방통행을 검토하고 있습니다. 일방통행 시행 여부는 송파경찰서 교통안전심의를 통해 최종 결정될 예정입니다. 이 과정에서 인근 주민분들의 의견을 반영하기 위해 설문조사를 진행하였습니다. 설문조사는 송이로37길에 접한 힐스테이트E편한세상 아파트와 문정시영 아파트 주민을 대상으로 5월 9일부터 5월 19일까지 진행하였으며, 이를 통해 다양한 의견을 수렴하고자 합니다. 도로여건, 주민여론 등 다양한 요소들을 종합적으로 검토하여, 안전하고 편리한 지역 환경을 조성하기 위해 노력하겠습니다. 다음으로 불법주정차 차량 단속 요청에 대하여 답변드리겠습니다. 현재 우리 구는 순찰이 아닌 민원 신고에 의해 불법 주정차 단속을 시행하고 있습니다. 주차단속은 주차질서 개선으로 시민안전을 확보할 목적으로 하며, 신고현장의 교통소통, 시민안전, 사회적 비용 발생 등 종합적으로 판단하여 경고장 발부 및 이동조치 후 과태료를 부과하고 있습니다. 해당 지역 불법주차를 해소할 수 있도록 성당 측과 계속 논의 중이며, 다만 주정차위반으로 피해를 입는 분들과 종교행사에 참여하는 분들 모두 저희에게 소중한 구민이기에 상생할 수 있는 방안을 찾을 수 있도록 노력하겠습니다. 마지막으로 송이로37길(문정동 성당) 일대 도로 불법주정차 해결을 위한 근본 대책 요구 요청건에 대하여 답변드리겠습니다. 도로의 무단횡단 방지를 위한 중앙분리대 신규 설치는 관련지침에 따라 중앙선 최소폭(0.25m+시설폭+0.25m) 이상을 확보하여야 설치가 가능하나, 해당 구간은 최소폭 확보가 되어있지 않아 중앙분리대 설치가 어려운 점 양해의 말씀을 드립니다. 과속방지턱 신설 요청건에 대하여는 현재 설치된 2개의 고원식 방지턱 이외의 추가로 과속방지턱 설치 시 차량통행간 진동 및 소음 유발 가능성이 있어, 이에 대한 주민 동의가 선행된 후 이를 바탕으로 설치 규격 및 위치를 선정하여 설치가 진행됨을 알려드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 일방통행에 관련된 사항은 도시교통과(☎2147-3135)로, 불법주정차와 관련한 사항은 주차정책과(☎2147-3211)로, 시설물 설치와 관련한 사항은 도로관리과(볼라드 등 시설물 신설 관련: ☎02-2147-3323, 과속방지턱 신설 관련:  ☎02-2147-3317)로 문의주시면 성심껏 답변 드리겠습니다. 감사합니다."
18,개인형 이동장치 통행금지 도로의 금지 대상 문의,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 먼저 우리 시정에 깊은 관심을 가져 주신 점에 대해 감사드리며, 귀하의 민원내용은 개인형 이동장치 통행금지 도로의 금지 대상 문의로 판단됩니다. 금년 시행하는 개인형 이동장치 통행금지 도로 운영은 작년 10월 서울시민 1,000명을 대상으로 실시한 ‘전동킥보드 대시민 인식조사’에 대한 전동킥보드로 인해 불편을 겪은 응답자가 79.2%이고, 그 중 가장 불편한 사항이 충돌위험인 응답 결과를 반영한 후속 조치입니다. 개인형 이동장치 통행금지 대상은 개인형 이동장치로 분류되는 전동킥보드, 전동기의 동력만으로 움직일 수 있는 자전거, 전동이륜평행차입니다. 따라서 원동기장치자전거로 분류되는 전동이륜보드, 전동외륜보드, 전기스쿠터는 해당하지 않음을 알려드립니다. 또한, 원동기장치자전거의 통행금지를 위해서는 도로교통법 시행규칙 별표6에 따라 이륜자동차 및 원동기 장치 자전거를 모두 통행을 금지하여야 하나, 이륜차 통행금지는 상인 및 인근 주민의 생계 및 생활 편의를 고려하였을 때 과도한 규제로 작용할 수 있어 신중한 검토가 필요한 사항임을 알려드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 교통실 교통운영관 보행자전거과(☎ 02-2133-2757)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
19,외국인을 위한 서울시 홍보 책(사진첩) 안내,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하께서는 외국인을 위한 홍보책자 등 사진 자료를 요청하신 것으로 판단됩니다. 우선 홍보책자를 해외로 발송해드리기 어려운 점 양해 부탁드리며, 대신 온라인으로 서울의 사진 및 다양한 정보를 확인하실 수 있는 홈페이지를 다음과 같이 안내드리오니 참고 부탁드립니다. 1. 서울시 외국어 홈페이지 '포토' 메뉴 - https://english.seoul.go.kr/category/get-to-know-us/seoul-views/photos/photos-of-today/ 2. 서울시 홈페이지 '서울한컷' 메뉴 - https://news.seoul.go.kr/gov/seoul-one-cut/gallery - 다운로드 희망 시 홈페이지 로그인 후 이용 가능 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 홍보기획관 홍보담당관(☎02-2133-6412)으로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
20,지하철 객실 냉방기 가동 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 열차 이용 불편에  관한 것으로 판단 됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 먼저 저희 서울교통공사 열차이용에 불편을 드려 죄송하다는 말씀드립니다. 서울교통공사에서는 승무원들에게 객실내 상황을 수시로 확인하며 냉방을 가동하게 하고 있으며, 고객센터에 민원 접수 시 관제를 통하여 해당 승무원에게 통보되면 냉방취급을 다시 한번 확인하도록 하고 있지만 고객님께서 느끼시기에 다소 미흡했던점 사과말씀드립니다. 승무원의 냉방취급의 경우 ON, OFF스위치에 의해 조절되고 있으며, 객실온도는 각 객실에 있는 개별 온도센서에 의해 조절되고 있습니다. 즉 자동으로 온도센서에 따라 냉방기가 가동되고 있습니다. 아울러 승무원들에게 냉방 및 송풍기. 환풍기 취급함에 있어서 유의할 수 있도록 지속적으로 교육하고 있다는 점 양해말씀드립니다 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서울교통공사 승무본부 승무지원처(☎ 02-6311-9699)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
21,충무로영상센터 운영 종료에 대한 이의 제기,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 충무로영상센터 운영 종료에 대한 이의 제기인 것으로 판단됩니다. 먼저, 서울시 정책에 깊은 관심을 가져주시고, 정성스럽게 의견을 보내주셔서 진심으로 감사드립니다. 시민들의 영상문화 향유공간으로 운영중인 충무로영상센터는 귀하께서 말씀하신 것처럼 충무로 일대의 역사와 추억이 담긴 공간인 만큼 이번 결정이 시민분들께 아쉬움으로 다가갈 수 있다는 점에 공감합니다. 다만, 충무로영상센터는 2025년 말까지 운영되지만 올해 말 인근에 서울영화센터가 새롭게 개관할 예정입니다. 서울시 영화산업과 문화의 거점으로, 시민을 위한 다양한 프로그램을 준비하고 있습니다. 충무로영상센터 오재미동에 대한 아쉬움이 크시겠지만, 서울영화센터에도 많은 관심을 가져 주시기 바랍니다. 다시 한 번 소중한 의견 주셔서 감사드리며, 항상 건강과 평안이 함께하시길 바랍니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 경제실 창조산업기획관 창조산업과(☎ 02-2133-9218)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
22,강동구 디지털 교육의 연령 제한 완화 및 교육 대상 확대를 위한 제도 개선 건의,"안녕하십니까? 귀하께서 응답소를 통해 신청하신 민원에 대한 검토 결과를   다음과 같이 알려드립니다. 첫 번째, 조례 개정 검토 요청에 대하여 답변드리겠습니다. 우선, 지난 민원 사항에 대하여 답변드린 바와 같이, 강동50플러스센터는 인생 2막을 준비하는 중장년 세대의 인생 후반기 설계와 성공적 노후생활을 준비할 수 있도록 지원하는 기관입니다. 청년(19세 이상 39세 이하)이나 노인(65세 이상)과 달리 법적 및 정책적으로 사각지대에 있는 중장년층의 맞춤형 지원을 위해 「서울특별시 강동구 중장년층 인생이모작 지원에 관한 조례」를 제정하여 40세이상 64세 이하 중장년층을 대상으로 상담, 교육, 일과 사회공헌 활동 등을 지원하고 있습니다. 따라서, 해당 조례의 취지와 목적에 따라 40세 이상 64세 이하의 중장년층에 맞는 프로그램을 개발하여 운영하고 있으며, 프로그램 신청 시에도 중장년층(40세~64세)을 우선 모집하고 있습니다. 강동50플러스센터의 운영 목적과 해당 조례에 따라 수강생 모집 및 프로그램을 운영하고 있는 점 다시 한 번 양해 부탁드리며, 중장년층 우선 모집 후 결원 발생 시 대기 순서에 따라 수강이 가능함을 안내드리니 참고하시기 바랍니다. 다음은 고령층을 위한 디지털 프로그램 마련 등 교육 대상의 단계적 통합 운영에 대하여 답변드리겠습니다. 강동50플러스센터의 운영 목적에 따라 65세 이상을 고령층을 위한 별도의 디지털 프로그램은 운영하고 있지 않으나, 현재 강동50플러스센터에서 운영 중인 ‘왕초보 스마트기기 활용’프로그램에 65세 이상 수강생이 40%이상 비율로 참여 중이며, 노인복지관, 종합사회복지관 및 구민정보화 교실 등에서도 디지털 교육을 진행하고 있음을 알려드립니다. 또한, ‘강동구 평생학습관’ 사이트에 디지털 프로그램을 비롯한 강동구에서 진행중인 모든 프로그램을 한눈에 볼 수 있는 2025년 상반기 평생학습교육 정보지 ‘모두모아’를 게시하였으니 참고하시기 바랍니다. 마지막으로 교육접근성 제고를 위한 안내 개선에 대한 답변입니다. 귀하께서 말씀해 주신 바와 같이, 구민 정보화 교육, 디지털 배움터, 서울디지털동행플라자 등의 디지털 교육 프로그램 정보를 신청 단계에서 함께 안내하는 것은 장노년층의 정보 접근성을 높이는 데 효과적인 방법이라고 생각합니다. 다만, 해당 프로그램들은 각각 주관 기관이 다르고 운영 방식 또한 상이하여, 신청 시 통합적인 안내를 드리기에 다소 어려움이 있는 점 양해를 부탁드립니다. 현재 각 프로그램에 대한 안내는 강동구청 홈페이지 및 관련 기관별 홈페이지를 통해 제공되고 있으나, 보다 쉽게 정보를 접하실 수 있도록, 6월 부터는 구청 홈페이지 내 ‘구민 정보화교실’ 페이지에 디지털 교육 관련 프로그램 정보를 매월 게시하고, ‘강동 소식지’를 통해서도 정기적으로 안내해 드릴 수 있도록 개선해 나가겠습니다. 더 궁금하신 사항이 있으실 경우, 강동50플러스센터 운영 관련은 강동구청 교육지원과 (☎ 02-3425-9368), 구민정보화교육 및 디지털 교육은 강동구청 스마트도시과 (☎ 02-3425-5295)로 연락주시면 자세히 안내해 드리겠습니다. 감사합니다."
